ts,delay
2020-01-01 00:00:00,1.045344
2020-01-01 00:05:00,0.801533
2020-01-01 00:10:00,0.904960
2020-01-01 00:15:00,1.130584
2020-01-01 00:20:00,1.063847
2020-01-01 00:25:00,0.899839
2020-01-01 00:30:00,0.702943
2020-01-01 00:35:00,0.711548
2020-01-01 00:40:00,0.803399
2020-01-01 00:45:00,0.755749
2020-01-01 00:50:00,0.989967
2020-01-01 00:55:00,0.866044
2020-01-01 01:00:00,0.751751
2020-01-01 01:05:00,0.809345
2020-01-01 01:10:00,0.789648
2020-01-01 01:15:00,0.997083
2020-01-01 01:20:00,0.693326
2020-01-01 01:25:00,0.785964
2020-01-01 01:30:00,0.846842
2020-01-01 01:35:00,0.884527
2020-01-01 01:40:00,1.135744
2020-01-01 01:45:00,0.738180
2020-01-01 01:50:00,0.696539
2020-01-01 01:55:00,1.004001
2020-01-01 02:00:00,0.992664
2020-01-01 02:05:00,0.757699
2020-01-01 02:10:00,0.797601
2020-01-01 02:15:00,0.757949
2020-01-01 02:20:00,0.949928
2020-01-01 02:25:00,0.944939
2020-01-01 02:30:00,1.078723
2020-01-01 02:35:00,0.868985
2020-01-01 02:40:00,0.691970
2020-01-01 02:45:00,0.799163
2020-01-01 02:50:00,0.724962
2020-01-01 02:55:00,0.806569
2020-01-01 03:00:00,0.741891
2020-01-01 03:05:00,0.784070
2020-01-01 03:10:00,0.761717
2020-01-01 03:15:00,0.812727
2020-01-01 03:20:00,0.739286
2020-01-01 03:25:00,0.860333
2020-01-01 03:30:00,0.753057
2020-01-01 03:35:00,0.933680
2020-01-01 03:40:00,0.801923
2020-01-01 03:45:00,0.740040
2020-01-01 03:50:00,0.891033
2020-01-01 03:55:00,0.813242
2020-01-01 04:00:00,0.996041
2020-01-01 04:05:00,1.068911
2020-01-01 04:10:00,0.940720
2020-01-01 04:15:00,0.697836
2020-01-01 04:20:00,0.918495
2020-01-01 04:25:00,0.948526
2020-01-01 04:30:00,0.767231
2020-01-01 04:35:00,0.904585
2020-01-01 04:40:00,0.793704
2020-01-01 04:45:00,0.856308
2020-01-01 04:50:00,0.731877
2020-01-01 04:55:00,1.049244
2020-01-01 05:00:00,0.752687
2020-01-01 05:05:00,0.801860
2020-01-01 05:10:00,1.066634
2020-01-01 05:15:00,0.903290
2020-01-01 05:20:00,1.077444
2020-01-01 05:25:00,1.073747
2020-01-01 05:30:00,0.994658
2020-01-01 05:35:00,1.063847
2020-01-01 05:40:00,0.891965
2020-01-01 05:45:00,1.071445
2020-01-01 05:50:00,0.873448
2020-01-01 05:55:00,0.899332
2020-01-01 06:00:00,0.702290
2020-01-01 06:05:00,0.839773
2020-01-01 06:10:00,0.894855
2020-01-01 06:15:00,0.797290
2020-01-01 06:20:00,0.783313
2020-01-01 06:25:00,0.967106
2020-01-01 06:30:00,0.703251
2020-01-01 06:35:00,1.060576
2020-01-01 06:40:00,0.850180
2020-01-01 06:45:00,0.802838
2020-01-01 06:50:00,0.826397
2020-01-01 06:55:00,0.735690
2020-01-01 07:00:00,0.850920
2020-01-01 07:05:00,0.833072
2020-01-01 07:10:00,0.692764
2020-01-01 07:15:00,0.800791
2020-01-01 07:20:00,0.808546
