ts,delay
2020-01-01 00:00:00,1.067559
2020-01-01 00:05:00,0.823748
2020-01-01 00:10:00,0.927175
2020-01-01 00:15:00,1.152799
2020-01-01 00:20:00,1.086062
2020-01-01 00:25:00,0.922054
2020-01-01 00:30:00,0.725158
2020-01-01 00:35:00,0.733763
2020-01-01 00:40:00,0.825614
2020-01-01 00:45:00,0.777964
2020-01-01 00:50:00,1.012182
2020-01-01 00:55:00,0.888259
2020-01-01 01:00:00,0.773966
2020-01-01 01:05:00,0.831560
2020-01-01 01:10:00,0.811863
2020-01-01 01:15:00,1.019298
2020-01-01 01:20:00,0.715541
2020-01-01 01:25:00,0.808179
2020-01-01 01:30:00,0.869057
2020-01-01 01:35:00,0.906742
2020-01-01 01:40:00,1.157959
2020-01-01 01:45:00,0.760395
2020-01-01 01:50:00,0.718754
2020-01-01 01:55:00,1.026216
2020-01-01 02:00:00,1.014879
2020-01-01 02:05:00,0.779914
2020-01-01 02:10:00,0.819816
2020-01-01 02:15:00,0.780164
2020-01-01 02:20:00,0.972143
2020-01-01 02:25:00,0.967154
2020-01-01 02:30:00,1.100938
2020-01-01 02:35:00,0.891200
2020-01-01 02:40:00,0.714185
2020-01-01 02:45:00,0.821378
2020-01-01 02:50:00,0.747177
2020-01-01 02:55:00,0.828784
2020-01-01 03:00:00,0.764106
2020-01-01 03:05:00,0.806285
2020-01-01 03:10:00,0.783932
2020-01-01 03:15:00,0.834942
2020-01-01 03:20:00,0.761501
2020-01-01 03:25:00,0.882548
2020-01-01 03:30:00,0.775272
2020-01-01 03:35:00,0.955895
2020-01-01 03:40:00,0.824138
2020-01-01 03:45:00,0.762255
2020-01-01 03:50:00,0.913248
2020-01-01 03:55:00,0.835457
2020-01-01 04:00:00,1.018256
2020-01-01 04:05:00,1.091126
2020-01-01 04:10:00,0.962935
2020-01-01 04:15:00,0.720051
2020-01-01 04:20:00,0.940710
2020-01-01 04:25:00,0.970741
2020-01-01 04:30:00,0.789446
2020-01-01 04:35:00,0.926800
2020-01-01 04:40:00,0.815919
2020-01-01 04:45:00,0.878523
2020-01-01 04:50:00,0.754092
2020-01-01 04:55:00,1.071459
2020-01-01 05:00:00,0.774902
2020-01-01 05:05:00,0.824075
2020-01-01 05:10:00,1.088849
2020-01-01 05:15:00,0.925505
2020-01-01 05:20:00,1.099659
2020-01-01 05:25:00,1.095962
2020-01-01 05:30:00,1.016873
2020-01-01 05:35:00,1.086062
2020-01-01 05:40:00,0.914180
2020-01-01 05:45:00,1.093660
2020-01-01 05:50:00,0.895663
2020-01-01 05:55:00,0.921547
2020-01-01 06:00:00,0.724505
2020-01-01 06:05:00,0.861988
2020-01-01 06:10:00,0.917070
2020-01-01 06:15:00,0.819505
2020-01-01 06:20:00,0.805528
2020-01-01 06:25:00,0.989321
2020-01-01 06:30:00,0.725466
2020-01-01 06:35:00,1.082791
2020-01-01 06:40:00,0.872395
2020-01-01 06:45:00,0.825053
2020-01-01 06:50:00,0.848612
2020-01-01 06:55:00,0.757905
2020-01-01 07:00:00,0.873135
2020-01-01 07:05:00,0.855287
2020-01-01 07:10:00,0.714979
2020-01-01 07:15:00,0.823006
2020-01-01 07:20:00,0.830761
2020-01-01 07:25:00,0.782010
2020-01-01 07:30:00,0.865734
2020-01-01 07:35:00,1.178228
2020-01-01 07:40:00,0.921051
2020-01-01 07:45:00,0.951894
2020-01-01 07:50:00,0.740016
2020-01-01 07:55:00,1.058494
2020-01-01 08:00:00,0.734616
2020-01-01 08:05:00,0.953614
2020-01-01 08:10:00,1.097140
2020-01-01 08:15:00,0.921934
2020-01-01 08:20:00,0.767866
