ts,delay
2020-01-01 00:00:00,1.012197
2020-01-01 00:05:00,0.768386
2020-01-01 00:10:00,0.871813
2020-01-01 00:15:00,1.097437
2020-01-01 00:20:00,1.030700
2020-01-01 00:25:00,0.866692
2020-01-01 00:30:00,0.669796
2020-01-01 00:35:00,0.678401
2020-01-01 00:40:00,0.770252
2020-01-01 00:45:00,0.722602
2020-01-01 00:50:00,0.956820
2020-01-01 00:55:00,0.832897
2020-01-01 01:00:00,0.718604
2020-01-01 01:05:00,0.776198
2020-01-01 01:10:00,0.756501
2020-01-01 01:15:00,0.963936
2020-01-01 01:20:00,0.660179
2020-01-01 01:25:00,0.752817
2020-01-01 01:30:00,0.813695
2020-01-01 01:35:00,0.851380
2020-01-01 01:40:00,1.102597
2020-01-01 01:45:00,0.705033
2020-01-01 01:50:00,0.663392
2020-01-01 01:55:00,0.970854
2020-01-01 02:00:00,0.959517
2020-01-01 02:05:00,0.724552
2020-01-01 02:10:00,0.764454
2020-01-01 02:15:00,0.724802
2020-01-01 02:20:00,0.916781
2020-01-01 02:25:00,0.911792
2020-01-01 02:30:00,1.045576
2020-01-01 02:35:00,0.835838
2020-01-01 02:40:00,0.658823
2020-01-01 02:45:00,0.766016
2020-01-01 02:50:00,0.691815
2020-01-01 02:55:00,0.773422
2020-01-01 03:00:00,0.708744
2020-01-01 03:05:00,0.750923
2020-01-01 03:10:00,0.728570
2020-01-01 03:15:00,0.779580
2020-01-01 03:20:00,0.706139
2020-01-01 03:25:00,0.827186
2020-01-01 03:30:00,0.719910
2020-01-01 03:35:00,0.900533
2020-01-01 03:40:00,0.768776
2020-01-01 03:45:00,0.706893
2020-01-01 03:50:00,0.857886
2020-01-01 03:55:00,0.780095
2020-01-01 04:00:00,0.962894
2020-01-01 04:05:00,1.035764
2020-01-01 04:10:00,0.907573
2020-01-01 04:15:00,0.664689
2020-01-01 04:20:00,0.885348
2020-01-01 04:25:00,0.915379
2020-01-01 04:30:00,0.734084
2020-01-01 04:35:00,0.871438
2020-01-01 04:40:00,0.760557
2020-01-01 04:45:00,0.823161
2020-01-01 04:50:00,0.698730
2020-01-01 04:55:00,1.016097
2020-01-01 05:00:00,0.719540
2020-01-01 05:05:00,0.768713
2020-01-01 05:10:00,1.033487
2020-01-01 05:15:00,0.870143
2020-01-01 05:20:00,1.044297
2020-01-01 05:25:00,1.040600
2020-01-01 05:30:00,0.961511
2020-01-01 05:35:00,1.030700
2020-01-01 05:40:00,0.858818
2020-01-01 05:45:00,1.038298
2020-01-01 05:50:00,0.840301
2020-01-01 05:55:00,0.866185
2020-01-01 06:00:00,0.669143
2020-01-01 06:05:00,0.806626
2020-01-01 06:10:00,0.861708
2020-01-01 06:15:00,0.764143
2020-01-01 06:20:00,0.750166
2020-01-01 06:25:00,0.933959
2020-01-01 06:30:00,0.670104
2020-01-01 06:35:00,1.027429
2020-01-01 06:40:00,0.817033
2020-01-01 06:45:00,0.769691
2020-01-01 06:50:00,0.793250
2020-01-01 06:55:00,0.702543
2020-01-01 07:00:00,0.817773
2020-01-01 07:05:00,0.799925
2020-01-01 07:10:00,0.659617
2020-01-01 07:15:00,0.767644
2020-01-01 07:20:00,0.775399
2020-01-01 07:25:00,0.726648
2020-01-01 07:30:00,0.810372
2020-01-01 07:35:00,1.122866
2020-01-01 07:40:00,0.865689
2020-01-01 07:45:00,0.896532
2020-01-01 07:50:00,0.684654
2020-01-01 07:55:00,1.003132
2020-01-01 08:00:00,0.679254
2020-01-01 08:05:00,0.898252
2020-01-01 08:10:00,1.041778
2020-01-01 08:15:00,0.866572
2020-01-01 08:20:00,0.712504
2020-01-01 08:25:00,0.847792
2020-01-01 08:30:00,0.909226
2020-01-01 08:35:00,0.753510
2020-01-01 08:40:00,0.861467
2020-01-01 08:45:00,0.753829
2020-01-01 08:50:00,0.850021
2020-01-01 08:55:00,0.818696
2020-01-01 09:00:00,0.699978
2020-01-01 09:05:00,0.808620
2020-01-01 09:10:00,0.706178
2020-01-01 09:15:00,0.972684
2020-01-01 09:20:00,0.744591
2020-01-01 09:25:00,0.689831
2020-01-01 09:30:00,0.790394
2020-01-01 09:35:00,0.666187
2020-01-01 09:40:00,0.834819
2020-01-01 09:45:00,0.844063
2020-01-01 09:50:00,1.083555
2020-01-01 09:55:00,0.935772
2020-01-01 10:00:00,0.654061
2020-01-01 10:05:00,0.893429
2020-01-01 10:10:00,0.813989
2020-01-01 10:15:00,0.811284
2020-01-01 10:20:00,0.692504
2020-01-01 10:25:00,0.746893
2020-01-01 10:30:00,0.679308
2020-01-01 10:35:00,0.859557
2020-01-01 10:40:00,0.753559
2020-01-01 10:45:00,0.837418
2020-01-01 10:50:00,0.693810
2020-01-01 10:55:00,0.764631
2020-01-01 11:00:00,1.100729
2020-01-01 11:05:00,0.689299
2020-01-01 11:10:00,0.782923
2020-01-01 11:15:00,0.708162
2020-01-01 11:20:00,0.724830
2020-01-01 11:25:00,0.738358
2020-01-01 11:30:00,0.654322
2020-01-01 11:35:00,0.771227
2020-01-01 11:40:00,0.836501
2020-01-01 11:45:00,0.964009
2020-01-01 11:50:00,0.773051
2020-01-01 11:55:00,0.817858
2020-01-01 12:00:00,0.673099
2020-01-01 12:05:00,0.902845
2020-01-01 12:10:00,0.889847
2020-01-01 12:15:00,0.789999
2020-01-01 12:20:00,0.722229
2020-01-01 12:25:00,0.820473
2020-01-01 12:30:00,0.821047
2020-01-01 12:35:00,0.805965
2020-01-01 12:40:00,0.687456
2020-01-01 12:45:00,0.730599
2020-01-01 12:50:00,0.790504
2020-01-01 12:55:00,0.712659
2020-01-01 13:00:00,0.714264
2020-01-01 13:05:00,0.768187
2020-01-01 13:10:00,1.046494
2020-01-01 13:15:00,0.766586
2020-01-01 13:20:00,0.785115
2020-01-01 13:25:00,0.676098
2020-01-01 13:30:00,1.065904
2020-01-01 13:35:00,0.677093
2020-01-01 13:40:00,0.879220
2020-01-01 13:45:00,0.971497
2020-01-01 13:50:00,0.748040
2020-01-01 13:55:00,0.805691
2020-01-01 14:00:00,0.913359
2020-01-01 14:05:00,0.820166
2020-01-01 14:10:00,0.929572
2020-01-01 14:15:00,1.108703
2020-01-01 14:20:00,0.672550
2020-01-01 14:25:00,0.900085
2020-01-01 14:30:00,0.714322
2020-01-01 14:35:00,0.801062
2020-01-01 14:40:00,0.763005
2020-01-01 14:45:00,0.993262
2020-01-01 14:50:00,0.675730
2020-01-01 14:55:00,0.815976
2020-01-01 15:00:00,0.820873
2020-01-01 15:05:00,0.668327
2020-01-01 15:10:00,0.672952
2020-01-01 15:15:00,0.889512
2020-01-01 15:20:00,0.713719
2020-01-01 15:25:00,0.689314
2020-01-01 15:30:00,0.685837
2020-01-01 15:35:00,0.677671
2020-01-01 15:40:00,0.745926
2020-01-01 15:45:00,0.668668
2020-01-01 15:50:00,1.100267
2020-01-01 15:55:00,0.865471
2020-01-01 16:00:00,0.830421
2020-01-01 16:05:00,0.835080
2020-01-01 16:10:00,0.805239
2020-01-01 16:15:00,0.777462
2020-01-01 16:20:00,0.993516
2020-01-01 16:25:00,0.887861
2020-01-01 16:30:00,0.724866
2020-01-01 16:35:00,0.800270
2020-01-01 16:40:00,0.759358
2020-01-01 16:45:00,0.940778
2020-01-01 16:50:00,0.807749
2020-01-01 16:55:00,0.821710
2020-01-01 17:00:00,0.697527
2020-01-01 17:05:00,0.863431
2020-01-01 17:10:00,0.757625
2020-01-01 17:15:00,0.694050
2020-01-01 17:20:00,0.725621
