ts,delay
2020-01-01 00:00:00,0.866229
2020-01-01 00:05:00,0.622418
2020-01-01 00:10:00,0.725845
2020-01-01 00:15:00,0.951469
2020-01-01 00:20:00,0.884732
2020-01-01 00:25:00,0.720724
2020-01-01 00:30:00,0.523828
2020-01-01 00:35:00,0.532433
2020-01-01 00:40:00,0.624284
2020-01-01 00:45:00,0.576634
2020-01-01 00:50:00,0.810852
2020-01-01 00:55:00,0.686929
2020-01-01 01:00:00,0.572636
2020-01-01 01:05:00,0.630230
2020-01-01 01:10:00,0.610533
2020-01-01 01:15:00,0.817968
2020-01-01 01:20:00,0.514211
2020-01-01 01:25:00,0.606849
2020-01-01 01:30:00,0.667727
2020-01-01 01:35:00,0.705412
2020-01-01 01:40:00,0.956629
2020-01-01 01:45:00,0.559065
2020-01-01 01:50:00,0.517424
2020-01-01 01:55:00,0.824886
2020-01-01 02:00:00,0.813549
2020-01-01 02:05:00,0.578584
2020-01-01 02:10:00,0.618486
2020-01-01 02:15:00,0.578834
2020-01-01 02:20:00,0.770813
2020-01-01 02:25:00,0.765824
2020-01-01 02:30:00,0.899608
2020-01-01 02:35:00,0.689870
2020-01-01 02:40:00,0.512855
2020-01-01 02:45:00,0.620048
2020-01-01 02:50:00,0.545847
2020-01-01 02:55:00,0.627454
2020-01-01 03:00:00,0.562776
2020-01-01 03:05:00,0.604955
2020-01-01 03:10:00,0.582602
2020-01-01 03:15:00,0.633612
2020-01-01 03:20:00,0.560171
2020-01-01 03:25:00,0.681218
2020-01-01 03:30:00,0.573942
2020-01-01 03:35:00,0.754565
2020-01-01 03:40:00,0.622808
2020-01-01 03:45:00,0.560925
2020-01-01 03:50:00,0.711918
2020-01-01 03:55:00,0.634127
2020-01-01 04:00:00,0.816926
2020-01-01 04:05:00,0.889796
2020-01-01 04:10:00,0.761605
2020-01-01 04:15:00,0.518721
2020-01-01 04:20:00,0.739380
2020-01-01 04:25:00,0.769411
2020-01-01 04:30:00,0.588116
2020-01-01 04:35:00,0.725470
2020-01-01 04:40:00,0.614589
2020-01-01 04:45:00,0.677193
2020-01-01 04:50:00,0.552762
2020-01-01 04:55:00,0.870129
2020-01-01 05:00:00,0.573572
2020-01-01 05:05:00,0.622745
2020-01-01 05:10:00,0.887519
2020-01-01 05:15:00,0.724175
2020-01-01 05:20:00,0.898329
2020-01-01 05:25:00,0.894632
2020-01-01 05:30:00,0.815543
2020-01-01 05:35:00,0.884732
2020-01-01 05:40:00,0.712850
2020-01-01 05:45:00,0.892330
2020-01-01 05:50:00,0.694333
2020-01-01 05:55:00,0.720217
2020-01-01 06:00:00,0.523175
2020-01-01 06:05:00,0.660658
2020-01-01 06:10:00,0.715740
2020-01-01 06:15:00,0.618175
2020-01-01 06:20:00,0.604198
2020-01-01 06:25:00,0.787991
2020-01-01 06:30:00,0.524136
2020-01-01 06:35:00,0.881461
2020-01-01 06:40:00,0.671065
2020-01-01 06:45:00,0.623723
2020-01-01 06:50:00,0.647282
2020-01-01 06:55:00,0.556575
2020-01-01 07:00:00,0.671805
2020-01-01 07:05:00,0.653957
2020-01-01 07:10:00,0.513649
2020-01-01 07:15:00,0.621676
2020-01-01 07:20:00,0.629431
2020-01-01 07:25:00,0.580680
2020-01-01 07:30:00,0.664404
2020-01-01 07:35:00,0.976898
2020-01-01 07:40:00,0.719721
2020-01-01 07:45:00,0.750564
2020-01-01 07:50:00,0.538686
2020-01-01 07:55:00,0.857164
2020-01-01 08:00:00,0.533286
2020-01-01 08:05:00,0.752284
2020-01-01 08:10:00,0.895810
2020-01-01 08:15:00,0.720604
2020-01-01 08:20:00,0.566536
2020-01-01 08:25:00,0.701824
2020-01-01 08:30:00,0.763258
2020-01-01 08:35:00,0.607542
2020-01-01 08:40:00,0.715499
2020-01-01 08:45:00,0.607861
2020-01-01 08:50:00,0.704053
2020-01-01 08:55:00,0.672728
2020-01-01 09:00:00,0.554010
2020-01-01 09:05:00,0.662652
2020-01-01 09:10:00,0.560210
2020-01-01 09:15:00,0.826716
2020-01-01 09:20:00,0.598623
2020-01-01 09:25:00,0.543863
2020-01-01 09:30:00,0.644426
2020-01-01 09:35:00,0.520219
2020-01-01 09:40:00,0.688851
2020-01-01 09:45:00,0.698095
2020-01-01 09:50:00,0.937587
2020-01-01 09:55:00,0.789804
2020-01-01 10:00:00,0.508093
2020-01-01 10:05:00,0.747461
2020-01-01 10:10:00,0.668021
2020-01-01 10:15:00,0.665316
2020-01-01 10:20:00,0.546536
2020-01-01 10:25:00,0.600925
2020-01-01 10:30:00,0.533340
2020-01-01 10:35:00,0.713589
2020-01-01 10:40:00,0.607591
2020-01-01 10:45:00,0.691450
2020-01-01 10:50:00,0.547842
2020-01-01 10:55:00,0.618663
2020-01-01 11:00:00,0.954761
2020-01-01 11:05:00,0.543331
2020-01-01 11:10:00,0.636955
2020-01-01 11:15:00,0.562194
2020-01-01 11:20:00,0.578862
2020-01-01 11:25:00,0.592390
2020-01-01 11:30:00,0.508354
2020-01-01 11:35:00,0.625259
2020-01-01 11:40:00,0.690533
2020-01-01 11:45:00,0.818041
2020-01-01 11:50:00,0.627083
2020-01-01 11:55:00,0.671890
2020-01-01 12:00:00,0.527131
2020-01-01 12:05:00,0.756877
2020-01-01 12:10:00,0.743879
2020-01-01 12:15:00,0.644031
2020-01-01 12:20:00,0.576261
2020-01-01 12:25:00,0.674505
2020-01-01 12:30:00,0.675079
2020-01-01 12:35:00,0.659997
2020-01-01 12:40:00,0.541488
2020-01-01 12:45:00,0.584631
2020-01-01 12:50:00,0.644536
2020-01-01 12:55:00,0.566691
2020-01-01 13:00:00,0.568296
2020-01-01 13:05:00,0.622219
2020-01-01 13:10:00,0.900526
2020-01-01 13:15:00,0.620618
2020-01-01 13:20:00,0.639147
2020-01-01 13:25:00,1.041137
2020-01-01 13:30:00,1.463513
2020-01-01 13:35:00,1.052063
2020-01-01 13:40:00,1.236605
2020-01-01 13:45:00,1.362541
2020-01-01 13:50:00,1.078123
2020-01-01 13:55:00,1.137718
