ts,delay
2020-01-01 00:00:00,0.868691
2020-01-01 00:05:00,0.624880
2020-01-01 00:10:00,0.728307
2020-01-01 00:15:00,0.953931
2020-01-01 00:20:00,0.887194
2020-01-01 00:25:00,0.723186
2020-01-01 00:30:00,0.526290
2020-01-01 00:35:00,0.534895
2020-01-01 00:40:00,0.626746
2020-01-01 00:45:00,0.579096
2020-01-01 00:50:00,0.813314
2020-01-01 00:55:00,0.689391
2020-01-01 01:00:00,0.575098
2020-01-01 01:05:00,0.632692
2020-01-01 01:10:00,0.612995
2020-01-01 01:15:00,0.820430
2020-01-01 01:20:00,0.516673
2020-01-01 01:25:00,0.609311
2020-01-01 01:30:00,0.670189
2020-01-01 01:35:00,0.707874
2020-01-01 01:40:00,0.959091
2020-01-01 01:45:00,0.561527
2020-01-01 01:50:00,0.519886
2020-01-01 01:55:00,0.827348
2020-01-01 02:00:00,0.816011
2020-01-01 02:05:00,0.581046
2020-01-01 02:10:00,0.620948
2020-01-01 02:15:00,0.581296
2020-01-01 02:20:00,0.773275
2020-01-01 02:25:00,0.768286
2020-01-01 02:30:00,0.902070
2020-01-01 02:35:00,0.692332
2020-01-01 02:40:00,0.515317
2020-01-01 02:45:00,0.622510
2020-01-01 02:50:00,0.548309
2020-01-01 02:55:00,0.629916
2020-01-01 03:00:00,0.565238
2020-01-01 03:05:00,0.607417
2020-01-01 03:10:00,0.585064
2020-01-01 03:15:00,0.636074
2020-01-01 03:20:00,0.562633
2020-01-01 03:25:00,0.683680
2020-01-01 03:30:00,0.576404
2020-01-01 03:35:00,0.757027
2020-01-01 03:40:00,0.625270
2020-01-01 03:45:00,0.563387
2020-01-01 03:50:00,0.714380
2020-01-01 03:55:00,0.636589
2020-01-01 04:00:00,0.819388
2020-01-01 04:05:00,0.892258
2020-01-01 04:10:00,0.764067
2020-01-01 04:15:00,0.521183
2020-01-01 04:20:00,0.741842
2020-01-01 04:25:00,0.771873
2020-01-01 04:30:00,0.590578
2020-01-01 04:35:00,0.727932
2020-01-01 04:40:00,0.617051
2020-01-01 04:45:00,0.679655
2020-01-01 04:50:00,0.555224
2020-01-01 04:55:00,0.872591
2020-01-01 05:00:00,0.576034
2020-01-01 05:05:00,0.625207
2020-01-01 05:10:00,0.889981
2020-01-01 05:15:00,0.726637
2020-01-01 05:20:00,0.900791
2020-01-01 05:25:00,0.897094
2020-01-01 05:30:00,0.818005
2020-01-01 05:35:00,0.887194
2020-01-01 05:40:00,0.715312
2020-01-01 05:45:00,0.894792
2020-01-01 05:50:00,0.696795
2020-01-01 05:55:00,0.722679
2020-01-01 06:00:00,0.525637
2020-01-01 06:05:00,0.663120
2020-01-01 06:10:00,0.718202
2020-01-01 06:15:00,0.620637
2020-01-01 06:20:00,0.606660
2020-01-01 06:25:00,0.790453
2020-01-01 06:30:00,0.526598
2020-01-01 06:35:00,0.883923
2020-01-01 06:40:00,0.673527
2020-01-01 06:45:00,0.626185
2020-01-01 06:50:00,0.649744
2020-01-01 06:55:00,0.559037
2020-01-01 07:00:00,0.674267
2020-01-01 07:05:00,0.656419
2020-01-01 07:10:00,0.516111
2020-01-01 07:15:00,0.624138
2020-01-01 07:20:00,0.631893
2020-01-01 07:25:00,0.583142
2020-01-01 07:30:00,0.666866
2020-01-01 07:35:00,0.979360
2020-01-01 07:40:00,0.722183
2020-01-01 07:45:00,0.753026
2020-01-01 07:50:00,0.541148
2020-01-01 07:55:00,0.859626
2020-01-01 08:00:00,0.535748
2020-01-01 08:05:00,0.754746
2020-01-01 08:10:00,0.898272
2020-01-01 08:15:00,0.723066
2020-01-01 08:20:00,0.568998
2020-01-01 08:25:00,0.704286
2020-01-01 08:30:00,0.765720
2020-01-01 08:35:00,0.610004
2020-01-01 08:40:00,0.717961
2020-01-01 08:45:00,0.610323
2020-01-01 08:50:00,0.706515
2020-01-01 08:55:00,0.675190
2020-01-01 09:00:00,0.556472
2020-01-01 09:05:00,0.665114
2020-01-01 09:10:00,0.562672
2020-01-01 09:15:00,0.829178
2020-01-01 09:20:00,0.601085
2020-01-01 09:25:00,0.546325
2020-01-01 09:30:00,0.646888
2020-01-01 09:35:00,0.522681
2020-01-01 09:40:00,0.691313
2020-01-01 09:45:00,0.700557
2020-01-01 09:50:00,0.940049
2020-01-01 09:55:00,0.792266
2020-01-01 10:00:00,0.510555
2020-01-01 10:05:00,0.749923
2020-01-01 10:10:00,0.670483
2020-01-01 10:15:00,0.667778
2020-01-01 10:20:00,0.548998
