ts,delay
2020-01-01 00:00:00,0.966823
2020-01-01 00:05:00,0.723012
2020-01-01 00:10:00,0.826439
2020-01-01 00:15:00,1.052063
2020-01-01 00:20:00,0.985326
2020-01-01 00:25:00,0.821318
2020-01-01 00:30:00,0.624422
2020-01-01 00:35:00,0.633027
2020-01-01 00:40:00,0.724878
2020-01-01 00:45:00,0.677228
2020-01-01 00:50:00,0.911446
2020-01-01 00:55:00,0.787523
2020-01-01 01:00:00,0.673230
2020-01-01 01:05:00,0.730824
2020-01-01 01:10:00,1.868876
2020-01-01 01:15:00,2.030631
2020-01-01 01:20:00,1.722728
2020-01-01 01:25:00,1.883316
2020-01-01 01:30:00,1.880914
2020-01-01 01:35:00,1.982993
2020-01-01 01:40:00,2.241025
2020-01-01 01:45:00,1.787980
2020-01-01 01:50:00,1.764030
2020-01-01 01:55:00,2.103666
2020-01-01 02:00:00,2.039348
2020-01-01 02:05:00,1.809645
2020-01-01 02:10:00,0.719080
2020-01-01 02:15:00,0.679428
2020-01-01 02:20:00,0.871407
2020-01-01 02:25:00,0.866418
2020-01-01 02:30:00,1.000202
2020-01-01 02:35:00,0.790464
2020-01-01 02:40:00,0.613449
2020-01-01 02:45:00,0.720642
2020-01-01 02:50:00,0.646441
2020-01-01 02:55:00,0.728048
2020-01-01 03:00:00,0.663370
2020-01-01 03:05:00,0.705549
2020-01-01 03:10:00,0.683196
2020-01-01 03:15:00,0.734206
2020-01-01 03:20:00,0.660765
2020-01-01 03:25:00,0.781812
2020-01-01 03:30:00,0.674536
2020-01-01 03:35:00,0.855159
2020-01-01 03:40:00,0.723402
2020-01-01 03:45:00,0.661519
2020-01-01 03:50:00,0.812512
2020-01-01 03:55:00,0.734721
2020-01-01 04:00:00,0.917520
2020-01-01 04:05:00,0.990390
2020-01-01 04:10:00,0.862199
2020-01-01 04:15:00,0.619315
2020-01-01 04:20:00,0.839974
2020-01-01 04:25:00,0.870005
2020-01-01 04:30:00,0.688710
2020-01-01 04:35:00,0.826064
2020-01-01 04:40:00,0.715183
2020-01-01 04:45:00,0.777787
2020-01-01 04:50:00,0.653356
2020-01-01 04:55:00,0.970723
2020-01-01 05:00:00,0.674166
2020-01-01 05:05:00,0.723339
